Cash flow statement:
ts_code  ann_date f_ann_date  end_date comp_type report_type end_type    net_profit finan_exp c_fr_sale_sg recp_tax_rends  n_depos_incr_fi  n_incr_loans_cb  n_inc_borr_oth_fi prem_fr_orig_contr n_incr_insured_dep n_reinsur_prem n_incr_disp_tfa  ifc_cash_incr n_incr_disp_faas  n_incr_loans_oth_bank  n_cap_incr_repur  c_fr_oth_operate_a  c_inf_fr_operate_a c_paid_goods_s  c_paid_to_for_empl  c_paid_for_taxes  n_incr_clt_loan_adv  n_incr_dep_cbob c_pay_claims_orig_inco  pay_handling_chrg pay_comm_insur_plcy  oth_cash_pay_oper_act  st_cash_out_act  n_cashflow_act  oth_recp_ral_inv_act  c_disp_withdrwl_invest  c_recp_return_invest  n_recp_disp_fiolta n_recp_disp_sobu  stot_inflows_inv_act  c_pay_acq_const_fiolta  c_paid_invest n_disp_subs_oth_biz  oth_pay_ral_inv_act n_incr_pledge_loan  stot_out_inv_act  n_cashflow_inv_act c_recp_borrow  proc_issue_bonds  oth_cash_recp_ral_fnc_act  stot_cash_in_fnc_act  free_cashflow  c_prepay_amt_borr  c_pay_dist_dpcp_int_exp incl_dvd_profit_paid_sc_ms  oth_cashpay_ral_fnc_act  stot_cashout_fnc_act  n_cash_flows_fnc_act  eff_fx_flu_cash  n_incr_cash_cash_equ  c_cash_equ_beg_period  c_cash_equ_end_period c_recp_cap_contrib incl_cash_rec_saims uncon_invest_loss  prov_depr_assets  depr_fa_coga_dpba  amort_intang_assets  lt_amort_deferred_exp  decr_deferred_exp  incr_acc_exp  loss_disp_fiolta loss_scr_fa   loss_fv_chg  invest_loss  decr_def_inc_tax_assets  incr_def_inc_tax_liab decr_inventories  decr_oper_payable  incr_oper_payable      others  im_net_cashflow_oper_act conv_debt_into_cap conv_copbonds_due_within_1y fa_fnc_leases  im_n_incr_cash_equ  net_dism_capital_add net_cash_rece_sec  credit_impa_loss  use_right_asset_dep oth_loss_asset  end_bal_cash  beg_bal_cash  end_bal_cash_equ  beg_bal_cash_equ update_flag
48  000001.SZ  20150313   20150313  20141231         2           1        4  1.980200e+10      None         None           None     2.505290e+11     4.530000e+08                NaN               None               None           None            None   1.092050e+11             None          -5.072000e+09               NaN        4.115000e+09        4.317940e+11           None        1.217500e+10      1.299100e+10         1.865830e+11     7.021500e+10                   None       5.853200e+10                None           4.932500e+10     4.064730e+11    2.532100e+10                   NaN            3.919680e+11          2.435100e+10           7000000.0             None          4.163260e+11            3.835000e+09   4.669740e+11                None                  NaN               None      4.708090e+11       -5.448300e+10          None      5.200500e+10                  3000000.0          5.200800e+10   1.593425e+10       1.880000e+10             2.019000e+09                       None                      NaN          2.081900e+10          3.118900e+10     3.250000e+08          2.352000e+09           1.811040e+11           1.834560e+11               None                None              None      1.501100e+10       6.340000e+08         6.310000e+08            332000000.0                NaN           NaN         1000000.0        None -6.490000e+08          NaN            -2.626000e+09                    NaN             None      -2.287450e+11       2.417620e+11         NaN              2.532100e+10               None                        None          None        2.352000e+09                   NaN              None               NaN                  NaN           None  4.159000e+09  3.731000e+09      1.792970e+11      1.773730e+11           0
49  000001.SZ  20141024   20141024  20140930         2           1        3           NaN      None         None           None     2.096250e+11              NaN                NaN               None               None           None            None   7.989700e+10             None                    NaN               NaN        3.979000e+09        3.336030e+11           None        9.623000e+09      9.827000e+09         1.516780e+11     5.695400e+10                   None       4.183800e+10                None           3.444400e+10     3.387120e+11   -5.109000e+09                   NaN            3.585410e+11          1.817300e+10           7000000.0             None          3.767210e+11            2.155000e+09   4.032210e+11                None                  NaN               None      4.053760e+11       -2.865500e+10          None      4.174300e+10                  3000000.0          4.174600e+10            NaN       4.500000e+09             2.019000e+09                       None                      NaN          6.519000e+09          3.522700e+10     2.920000e+08          1.755000e+09           1.811040e+11           1.828590e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.233000e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
50  000001.SZ  20140814   20140814  20140630         2           1        2  1.007200e+10      None         None           None     2.333600e+11              NaN                NaN               None               None           None            None   5.186100e+10             None                    NaN               NaN        2.515000e+09        3.079370e+11           None        7.106000e+09      6.906000e+09         9.450900e+10     5.134100e+10                   None       2.831700e+10                None           3.087200e+10     2.545130e+11    5.342400e+10                   NaN            2.217650e+11          1.153700e+10           6000000.0             None          2.333080e+11            1.447000e+09   2.470750e+11                None                  NaN               None      2.485220e+11       -1.521400e+10          None      1.648300e+10                        NaN          1.648300e+10  -3.404792e+10       3.000000e+09             2.019000e+09                       None                      NaN          5.019000e+09          1.146400e+10     8.130000e+08          5.048700e+10           1.811040e+11           2.315910e+11               None                None              None      5.652000e+09       3.070000e+08         2.820000e+08            146000000.0                NaN           NaN         1000000.0        None -3.660000e+08          NaN            -4.850000e+08                    NaN             None      -1.737810e+11       2.214730e+11         NaN              5.342400e+10               None                        None          None        5.048700e+10          1.498800e+10              None               NaN                  NaN           None  3.888000e+09  3.731000e+09      2.277030e+11      1.773730e+11           0
51  000001.SZ  20140424   20140424  20140331         2           1        1           NaN      None         None           None     2.155910e+11              NaN                NaN               None               None           None            None   2.480800e+10             None                    NaN               NaN        1.222000e+09        2.420680e+11           None        4.932000e+09      2.279000e+09         4.428800e+10     5.773600e+10                   None       1.422200e+10                None           2.346100e+10     1.819710e+11    6.009700e+10                   NaN            1.125910e+11          6.053000e+09                 NaN             None          1.186440e+11            1.231000e+09   1.093550e+11                None                  NaN               None      1.105860e+11        8.058000e+09          None      9.000000e+09                        NaN          9.000000e+09            NaN                NaN                      NaN                       None                      NaN                   NaN          9.000000e+09     7.670000e+08          7.792200e+10           1.811040e+11           2.590260e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          5.770000e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
52  000001.SZ  20140307   20140307  20131231         2           1        4  1.523100e+10      None         None           None     2.924030e+11              NaN                NaN               None               None           None            None   8.301700e+10             None           3.669500e+10               NaN        2.066000e+09        4.154870e+11           None        9.660000e+09      8.652000e+09         1.297670e+11     1.827200e+10                   None       4.668700e+10                None           2.608800e+10     3.238130e+11    9.167400e+10                   NaN            4.437130e+11          1.734500e+10          28000000.0             None          4.610860e+11            1.750000e+09   5.463470e+11                None                  NaN               None      5.480970e+11       -8.701100e+10          None               NaN                        NaN          1.473400e+10  -6.568100e+10       8.000000e+09             1.824000e+09                       None                      NaN          9.824000e+09          4.910000e+09    -5.360000e+08          9.037000e+09           1.720670e+11           1.811040e+11               None                None              None      6.890000e+09       6.010000e+08         5.450000e+08            267000000.0                NaN           NaN       -10000000.0        None  2.330000e+08          NaN            -3.440000e+08          -1.272000e+09             None      -1.797180e+11       2.654650e+11         NaN              9.167400e+10               None                        None          None        9.037000e+09          1.643500e+10              None               NaN                  NaN           None  3.731000e+09  3.233000e+09      1.773730e+11      1.688340e+11           0
53  000001.SZ  20131023   20131023  20130930         2           1        3           NaN      None         None           None     2.734220e+11              NaN                NaN               None               None           None            None   6.028600e+10             None           3.620600e+10               NaN        1.842000e+09        3.753800e+11           None        7.380000e+09      6.228000e+09         1.128390e+11     2.410100e+10                   None       3.303700e+10                None           1.441100e+10     2.745570e+11    1.008230e+11                   NaN            2.872410e+11          1.261100e+10          29000000.0             None          2.998810e+11            4.480000e+08   3.951480e+11                None                  NaN               None      3.955960e+11       -9.571500e+10          None               NaN                        NaN                   NaN            NaN       6.500000e+09             1.744000e+09                       None                      NaN          8.244000e+09         -8.244000e+09    -4.520000e+08         -3.588000e+09           1.720670e+11           1.684790e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.872200e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
54  000001.SZ  20130823   20130823  20130630         2           1        2  7.531000e+09      None         None           None     1.972330e+11              NaN                NaN               None               None           None            None   3.860400e+10             None           2.867700e+10               NaN        1.950000e+09        3.191300e+11           None        5.251000e+09      4.035000e+09         6.609200e+10     1.800700e+10                   None       2.110600e+10                None           9.604000e+09     2.903300e+11    2.880000e+10                   NaN            2.442870e+11          8.785000e+09          15000000.0             None          2.530870e+11            2.310000e+08   3.168020e+11                None                  NaN               None      3.170330e+11       -6.394600e+10          None               NaN                        NaN                   NaN  -1.489096e+10       6.500000e+09             1.744000e+09                       None                      NaN          8.244000e+09         -8.244000e+09    -4.950000e+08         -4.388500e+10           1.720670e+11           1.281820e+11               None                None              None      2.602000e+09       2.900000e+08         2.710000e+08            129000000.0                NaN           NaN               NaN        None  3.230000e+08          NaN            -3.500000e+08                    NaN             None      -1.967510e+11       2.216010e+11         NaN              2.880000e+10               None                        None          None       -4.388500e+10          1.577500e+10              None               NaN                  NaN           None  3.937000e+09  3.233000e+09      1.242450e+11      1.688340e+11           0
55  000001.SZ  20130424   20130424  20130331         2           1        1           NaN      None         None           None     2.134920e+11              NaN                NaN               None               None           None            None   1.772700e+10             None           1.851400e+10               NaN        2.836000e+09        2.719720e+11           None        3.583000e+09      1.913000e+09         3.384300e+10     1.094100e+10                   None       9.310000e+09                None           1.772000e+09     2.578530e+11    1.411900e+10                   NaN            1.679900e+11          4.880000e+09                 NaN             None          1.728700e+11            4.900000e+07   2.132080e+11                None                  NaN               None      2.132570e+11       -4.038700e+10          None               NaN                        NaN                   NaN            NaN       6.500000e+09             3.730000e+08                       None                      NaN          6.873000e+09         -6.873000e+09    -1.470000e+08         -3.328800e+10           1.720670e+11           1.387790e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.720700e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
56  000001.SZ  20130308   20130308  20121231         2           1        4  1.351078e+10      None         None           None     3.690609e+11     1.501132e+10                NaN               None               None           None            None   6.551772e+10             None                    NaN               NaN        2.347410e+09        5.712874e+11           None        7.176205e+09      8.113028e+09         7.818558e+10     5.698477e+10                   None       3.956336e+10                None           1.170964e+10     3.854490e+11    1.858385e+11                   NaN            2.132021e+11          1.165552e+10         110779000.0             None          2.249684e+11            1.422012e+09   3.009924e+11                None                  NaN               None      3.050054e+11       -8.003701e+10          None               NaN                        NaN                   NaN  -1.616017e+11                NaN             1.488011e+09                       None                      NaN          1.488011e+09         -1.488011e+09    -1.528850e+08          1.041606e+11           6.790637e+10           1.720669e+11               None                None              None      3.130607e+09       5.463470e+08         5.015030e+08            222466000.0                NaN           NaN         9219000.0        None  8.504100e+07          NaN            -3.477460e+08          -1.468000e+07             None      -1.592408e+11       3.366044e+11         NaN              1.858385e+11               None                        None          None        1.041606e+11          1.721223e+10              None               NaN                  NaN           None  3.233358e+09  2.235565e+09      1.688336e+11      6.567080e+10           0
57  000001.SZ  20121026   20121026  20120930         2           1        3           NaN      None         None           None     2.488892e+11     2.466871e+10                NaN               None               None           None            None   4.897911e+10             None                    NaN               NaN        2.025731e+09        3.967490e+11           None        5.527595e+09      6.283474e+09         8.302852e+10     5.000814e+10                   None       2.929630e+10                None           1.170930e+10     3.139669e+11    8.278211e+10                   NaN            1.398055e+11          8.062359e+09                 NaN             None          1.478679e+11            3.281430e+08   1.841301e+11                None                  NaN               None      1.870332e+11       -3.916527e+10          None               NaN                        NaN                   NaN            NaN                NaN             8.898630e+08                       None                      NaN          8.898630e+08         -8.898630e+08    -1.170500e+07          4.271528e+10           6.790637e+10           1.106216e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.678463e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
58  000001.SZ  20120816   20120816  20120630         2           1        2  6.869564e+09      None         None           None     2.670492e+11     2.509868e+10                NaN               None               None           None            None   3.225878e+10             None                    NaN               NaN        1.564553e+09        3.734506e+11           None        4.024159e+09      4.609946e+09         6.088991e+10     4.803144e+10                   None       1.971455e+10                None           6.791921e+09     2.294208e+11    1.440298e+11                   NaN            9.583120e+10          5.235395e+09                 NaN             None          1.010666e+11            1.956530e+08   1.227151e+11                None                  NaN               None      1.252080e+11       -2.414141e+10          None               NaN                        NaN                   NaN  -1.309711e+11                NaN             8.830630e+08                       None                      NaN          8.830630e+08         -8.830630e+08     1.426700e+08          1.191480e+11           6.790637e+10           1.870543e+11               None                None              None      1.570234e+09       2.668400e+08         2.204090e+08            103380000.0                NaN           NaN               NaN        None  9.582000e+06          NaN            -7.458800e+07           8.971000e+06             None      -8.759235e+10       2.270106e+11         NaN              1.440298e+11               None                        None          None        1.191480e+11          1.847671e+10              None               NaN                  NaN           None  2.268767e+09  2.235565e+09      1.847856e+11      6.567080e+10           0
59  000001.SZ  20120426   20120426  20120331         2           1        1           NaN      None         None           None     1.578410e+11     1.204930e+08                NaN               None               None           None            None   1.595061e+10             None                    NaN               NaN        5.608200e+08        1.922693e+11           None        2.692805e+09      1.586362e+09         2.993413e+10     1.600191e+10                   None       9.097782e+09                None           5.068881e+09     1.154415e+11    7.682782e+10                   NaN            3.266739e+10          2.395847e+09                 NaN             None          3.506324e+10            4.544700e+07   4.837128e+10                None                  NaN               None      4.841672e+10       -1.335348e+10          None               NaN                        NaN                   NaN            NaN                NaN             3.745630e+08                       None                      NaN          3.745630e+08         -3.745630e+08     3.527800e+07          6.313505e+10           6.790637e+10           1.310414e+11               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.179524e+10              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
60  000001.SZ  20120309   20120309  20111231         2           1        4  1.039049e+10      None         None           None     1.260466e+11              NaN                NaN               None               None           None            None   4.051111e+10             None           1.760509e+10               NaN        4.334376e+09        2.992727e+11           None        5.287265e+09      5.115777e+09         6.700385e+10     4.644664e+10                   None       2.266303e+10                None           6.081952e+09     3.137120e+11   -1.443937e+10                   NaN            1.980035e+11          6.590988e+09          10030000.0             None          2.359627e+11            8.498010e+08   2.262756e+11                None                  NaN               None      2.271254e+11        8.837272e+09          None      3.650000e+09                        NaN          6.340052e+09   3.377730e+10                NaN             5.621950e+08                       None                      NaN          5.621950e+08          5.777857e+09    -4.171970e+08         -2.414410e+08           6.814781e+10           6.790637e+10               None                None              None      2.148574e+09       4.675990e+08         2.868900e+08            165949000.0                NaN           NaN        -2468000.0        None -2.113800e+07          NaN            -7.689700e+08           2.629900e+07             None      -2.354435e+11       2.137135e+11         NaN             -1.443937e+10               None                        None          None       -2.414410e+08                   NaN              None               NaN                  NaN           None  2.235565e+09  8.365490e+08      6.567080e+10      6.731126e+10           0
61  000001.SZ  20111026   20111026  20110930         2           1        3           NaN      None         None           None     1.152976e+11              NaN                NaN               None               None           None            None   2.676739e+10             None           1.367010e+09               NaN        1.981977e+09        2.234589e+11           None        3.859678e+09      3.655034e+09         5.524269e+10     2.807507e+10                   None       1.400545e+10                None           3.105013e+09     2.055972e+11    1.786163e+10                   NaN            1.018816e+11          3.411571e+09           3437000.0             None          1.052966e+11            3.509710e+08   1.392170e+11                None                  NaN               None      1.395680e+11       -3.427133e+10          None      3.650000e+09                        NaN          6.340052e+09            NaN                NaN             4.738280e+08                       None                      NaN          4.738280e+08          5.866224e+09              NaN         -1.054348e+10           8.487625e+10           7.433278e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN                   NaN              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
62  000001.SZ  20110818   20110818  20110630         2           1        2  4.731746e+09      None         None           None     1.080338e+11              NaN                NaN               None               None           None            None   1.427263e+10             None           4.183000e+06               NaN        1.563077e+09        1.312712e+11           None        2.510804e+09      2.119850e+09         4.038431e+10     1.579404e+10                   None       7.850360e+09                None           2.321358e+09     9.969732e+10    3.157390e+10                   NaN            4.438560e+10          1.657190e+09           1536000.0             None          4.604432e+10            9.537800e+07   6.761788e+10                None                  NaN               None      6.771326e+10       -2.166894e+10          None      3.650000e+09                        NaN          3.650000e+09  -2.228262e+10                NaN             4.650750e+08                       None                      NaN          4.650750e+08          3.184925e+09              NaN          1.308989e+10           6.814781e+10           8.123770e+10               None                None              None      7.306780e+08       1.777520e+08         3.119600e+07             63294000.0                NaN           NaN          838000.0        None -2.249400e+07          NaN            -8.080700e+07           8.161000e+06             None      -8.551414e+10       1.132629e+11         NaN              3.157390e+10               None                        None          None        1.308989e+10          8.644680e+08              None               NaN                  NaN           None  1.189116e+09  8.365490e+08      8.004858e+10      6.731126e+10           0
63  000001.SZ  20110427   20110427  20110331         2           1        1           NaN      None         None           None     7.781198e+10     8.468920e+08                NaN               None               None           None            None   6.029637e+09             None                    NaN               NaN        1.830528e+09        8.893986e+10           None        1.708615e+09      8.084950e+08         1.486852e+10     7.680756e+09                   None       3.607129e+09                None           2.825691e+09     6.759331e+10    2.134655e+10                   NaN            2.485060e+10          3.678360e+08             83000.0             None          2.521852e+10            3.067300e+07   3.296988e+10                None                  NaN               None      3.300055e+10       -7.782031e+09          None               NaN                        NaN                   NaN            NaN                NaN             3.725500e+08                       None                      NaN          3.725500e+08         -3.725500e+08              NaN          1.319197e+10           6.814781e+10           8.133978e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          1.635393e+09              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
64  000001.SZ  20110225   20110225  20101231         2           1        4  6.283816e+09      None         None           None     1.165075e+11     2.218199e+09                NaN               None               None           None            None   2.120694e+10             None                    NaN               NaN        3.069659e+09        1.509740e+11           None        3.747634e+09      2.885964e+09         4.657594e+10     1.876483e+10                   None       8.579821e+09                None           3.446806e+09     1.292277e+11    2.174630e+10                   NaN            1.101336e+11          3.275000e+09           9954000.0             None          1.134185e+11            8.379010e+08   1.272411e+11                None                  NaN               None      1.280790e+11       -1.466054e+10          None               NaN                        NaN          6.931130e+09  -9.585073e+09                NaN             5.488620e+08                       None                      NaN          5.725640e+08          6.358566e+09              NaN          1.344432e+10           5.470348e+10           6.814781e+10               None                None              None      1.488116e+09       3.222110e+08         5.245800e+07            117783000.0                NaN           NaN         -602000.0        None -1.800000e+07          NaN            -3.290690e+08           9.073000e+06             None      -1.101517e+11       1.267277e+11         NaN              2.174630e+10               None                        None          None        1.344432e+10          2.344137e+09              None               NaN                  NaN           None  8.365490e+08  7.791690e+08      6.731126e+10      5.392431e+10           0
65  000001.SZ  20101028   20101028  20100930         2           1        3           NaN      None         None           None     7.090643e+10     2.099269e+09                NaN               None               None           None            None   1.765377e+10             None           4.132887e+09               NaN        3.029587e+09        9.845468e+10           None        2.976298e+09      2.264698e+09         3.907126e+10     8.777933e+09                   None       6.198784e+09                None           2.703975e+09     8.787489e+10    1.057979e+10                   NaN            1.044005e+11          2.185050e+09           1248000.0             None          1.065868e+11            5.894070e+08   1.134628e+11                None                  NaN               None      1.140522e+11       -7.465384e+09          None               NaN                        NaN          6.907269e+09            NaN                NaN             4.644000e+08                       None                      NaN          4.877670e+08          6.419502e+09              NaN          9.533910e+09           5.470348e+10           6.423739e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          8.306320e+08              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
66  000001.SZ  20100825   20100825  20100630         2           1        2  3.033119e+09      None         None           None     2.535334e+10     1.203900e+09      -2.304734e+09               None               None           None            None   1.146239e+10             None                    NaN               NaN        1.991992e+09        4.052371e+10           None        2.153787e+09      1.657694e+09         1.428743e+10     4.177478e+09                   None       4.273571e+09                None           1.703204e+09     4.355715e+10   -3.033438e+09                   NaN            8.910737e+10          1.426558e+09           3465000.0             None          9.053740e+10                     NaN   9.210338e+10                None                  NaN               None      9.237579e+10       -1.838394e+09          None      6.931130e+09                        NaN          6.931130e+09   9.666787e+09                NaN             4.597000e+08                       None                      NaN          4.597000e+08          6.471430e+09              NaN          1.599598e+09           5.470348e+10           5.630308e+10               None                None              None      4.939090e+08       1.510430e+08         2.420300e+07             54765000.0                NaN           NaN         -131000.0        None  7.646000e+06          NaN            -1.853090e+08          -9.000000e+03             None      -3.345101e+10       2.738186e+10         NaN             -3.033438e+09               None                        None          None        1.599598e+09                   NaN              None               NaN                  NaN           None  7.929960e+08  7.791690e+08      5.551008e+10      5.392431e+10           0
67  000001.SZ  20100429   20100429  20100331         2           1        1           NaN      None         None           None     2.956215e+10              NaN       1.836116e+09               None               None           None            None   5.525798e+09             None                    NaN               NaN        1.514769e+09        3.956118e+10           None        1.501590e+09      5.772820e+08         1.251964e+10              NaN                   None       2.057478e+09                None           1.059854e+09     3.095155e+10    8.609637e+09                   NaN            5.306719e+10          3.056250e+08                 NaN             None          5.337282e+10            1.040510e+08   6.001963e+10                None                  NaN               None      6.012368e+10       -6.750866e+09          None               NaN                        NaN                   NaN            NaN                NaN             3.700250e+08                       None                      NaN          3.700250e+08         -3.700250e+08              NaN          1.488746e+09           5.470348e+10           5.619223e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN                   NaN              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
68  000001.SZ  20100312   20100312  20091231         2           1        4  5.030729e+09      None         None           None     1.321978e+11              NaN       1.453727e+09               None               None           None            None   2.071380e+10             None                    NaN               NaN        1.459726e+09        1.577535e+11           None        2.913635e+09      2.602116e+09         7.623081e+10     3.562647e+09                   None       9.019496e+09                None           2.625847e+09     1.255598e+11    3.219361e+10                   NaN            1.392696e+11          2.490274e+09            672000.0             None          1.417606e+11            9.852520e+08   1.564165e+11                None                  NaN               None      1.574018e+11       -1.564121e+10          None      1.500000e+09                        NaN          1.500000e+09  -2.137540e+10                NaN             4.635620e+08                       None                      NaN          4.733720e+08          1.026628e+09              NaN          1.757902e+10           3.712446e+10           5.470348e+10               None                None              None      1.575088e+09       2.641340e+08         3.603200e+07             91732000.0                NaN           NaN         -289000.0        None  1.332000e+06          NaN             2.288820e+08          -1.097200e+07             None      -8.010660e+10       1.071738e+11         NaN              3.219361e+10               None                        None          None        1.757902e+10                   NaN              None               NaN                  NaN           None  7.791690e+08  9.818590e+08      5.392431e+10      3.614260e+10           0
69  000001.SZ  20091029   20091029  20090930         2           1        3           NaN      None         None           None     9.790354e+10              NaN                NaN               None               None           None            None   1.549457e+10             None           1.190072e+09               NaN        1.601363e+09        1.217313e+11           None        2.271618e+09      2.384839e+09         7.689411e+10     4.326230e+09                   None       7.368487e+09                None           5.261030e+09     1.219892e+11   -2.578330e+08                   NaN            1.103771e+11          1.907322e+09            834000.0             None          1.122852e+11            6.858770e+08   1.056813e+11                None                  NaN               None      1.063672e+11        5.918074e+09          None      1.500000e+09                        NaN          1.500000e+09            NaN                NaN             3.783780e+08                       None                      NaN          3.880160e+08          1.111984e+09              NaN          6.772225e+09           3.712446e+10           4.389668e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          3.141350e+08              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
70  000001.SZ  20090821   20090821  20090630         2           1        2  2.311388e+09      None         None           None     6.277490e+10              NaN       6.895126e+09               None               None           None            None   1.051397e+10             None                    NaN               NaN        4.513240e+08        8.424607e+10           None        1.623034e+09      1.509784e+09         5.866253e+10     4.234989e+09                   None       5.028568e+09                None           3.756424e+09     8.040120e+10    3.844868e+09                   NaN            3.790114e+10          8.633980e+08            252000.0             None          3.876478e+10            2.524310e+08   3.680959e+10                None                  NaN               None      3.706202e+10        1.702767e+09          None      1.500000e+09                        NaN          1.500000e+09   1.800262e+09                NaN             3.768240e+08                       None                      NaN          3.864620e+08          1.113538e+09              NaN          6.661173e+09           3.712446e+10           4.378563e+10               None                None              None      1.104032e+09       1.293130e+08         1.573500e+07             42796000.0                NaN           NaN          -81000.0        None  4.100900e+07          NaN             1.631330e+08          -8.815000e+06             None      -6.252304e+10       6.383440e+10         NaN              3.844868e+09               None                        None          None        6.661173e+09                   NaN              None               NaN                  NaN           None  7.931420e+08  9.818590e+08      4.299249e+10      3.614260e+10           0
71  000001.SZ  20090424   20090424  20090331         2           1        1           NaN      None         None           None     4.212091e+10              NaN                NaN               None               None           None            None   5.461874e+09             None           1.217159e+10               NaN        1.244546e+09        6.325728e+10           None        1.026817e+09      8.023000e+08         3.585580e+10     1.114904e+10                   None       3.075460e+09                None           5.119760e+08     6.055090e+10    2.706389e+09                   NaN            2.142905e+10          3.317250e+08          13945000.0             None          2.177472e+10            8.493200e+07   2.420365e+10                None                  NaN               None      2.428858e+10       -2.513866e+09          None               NaN                        NaN                   NaN            NaN                NaN             2.541930e+08                       None                      NaN          2.541930e+08         -2.541940e+08              NaN         -6.167000e+07           3.712446e+10           3.706279e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          6.000530e+08              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
72  000001.SZ  20090320   20090320  20081231         2           1        4  6.140350e+08      None         None           None     8.291132e+10              NaN                NaN               None               None           None            None   2.469123e+10             None           5.080000e+09               NaN        2.076226e+09        1.372073e+11           None        2.363094e+09      1.821485e+09         7.422035e+10     1.478298e+10                   None       1.281350e+10                None           4.124587e+09     1.128647e+11    2.434261e+10                   NaN            1.047011e+11          1.509948e+09          42977000.0             None          1.063150e+11            8.380030e+08   1.336914e+11                None                  NaN               None      1.345294e+11       -2.821432e+10          None      8.000000e+09                        NaN          1.060234e+10  -1.390453e+10                NaN             1.017120e+08                       None                      NaN          1.615800e+08          1.044076e+10              NaN          6.569043e+09           3.055542e+10           3.712446e+10               None                None              None      7.334162e+09       2.119250e+08         2.085200e+07             78108000.0                NaN           NaN          158000.0        None -6.580000e+07          NaN            -8.302890e+08          -8.781000e+06             None      -9.054789e+10       1.102295e+11         NaN              2.434261e+10               None                        None          None        6.569043e+09          2.090056e+09              None               NaN                  NaN           None  9.818590e+08  1.062241e+09      3.614260e+10      2.949317e+10           0
73  000001.SZ  20081024   20081024  20080930         2           1        3           NaN      None         None           None     7.603243e+10              NaN                NaN               None               None           None            None   1.812130e+10             None           7.798290e+08               NaN        9.371762e+09        1.043053e+11           None        1.811937e+09      1.341795e+09         3.924990e+10     8.174995e+09                   None       9.214601e+09                None           4.127044e+09     6.475965e+10    3.954567e+10                   NaN            1.000649e+11          1.439190e+09          18242000.0             None          1.015223e+11            4.777010e+08   1.311882e+11                None                  NaN               None      1.316659e+11       -3.014356e+10          None      6.480500e+09                        NaN          8.285956e+09            NaN                NaN             1.471500e+07                       None                      NaN          2.391500e+07          8.262041e+09              NaN          1.766415e+10           3.055541e+10           4.821956e+10               None                None              None               NaN                NaN                  NaN                    NaN                NaN           NaN               NaN        None           NaN          NaN                      NaN                    NaN             None                NaN                NaN         NaN                       NaN               None                        None          None                 NaN          8.393780e+08              None               NaN                  NaN           None           NaN           NaN               NaN               NaN           0
